artifactId,name,type,category,route,sourceFile,frontendStatus,backendStatus,demoStatus,assetPack,product,workspace,roles,organizationTypes,riskLevel,description,dependencies,tags,embeddingText,status
pack-fleet-logistics,Fleet Logistics Pack,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,fleet-logistics,product-fleet-ems,fleet|operations,unknown,hospital,medium,"Fleet Logistics Pack groups CareDroid artifacts for entitlement, navigation, and product packaging.",fleet|operations,asset-pack|fleet-logistics|fleet|operations,pack-fleet-logistics fleet logistics pack asset-pack asset-pack asset-packs fleet-logistics product-fleet-ems fleet operations unknown hospital medium fleet logistics pack groups caredroid artifacts for entitlement navigation and product packaging fleet operations asset-pack fleet-logistics fleet operations,active
pack-governance-compliance-pack,Governance Compliance Pack,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,governance-compliance-pack,product-governance,governance|audit,unknown,hospital,medium,"Governance Compliance Pack groups CareDroid artifacts for entitlement, navigation, and product packaging.",governance|audit,asset-pack|governance-compliance-pack|governance|audit,pack-governance-compliance-pack governance compliance pack asset-pack asset-pack asset-packs governance-compliance-pack product-governance governance audit unknown hospital medium governance compliance pack groups caredroid artifacts for entitlement navigation and product packaging governance audit asset-pack governance-compliance-pack governance audit,active
pack-hospital-operations,Hospital Operations Pack,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,hospital-operations,product-hospital-operations,operations,unknown,hospital,medium,"Hospital Operations Pack groups CareDroid artifacts for entitlement, navigation, and product packaging.",operations,asset-pack|hospital-operations|operations,pack-hospital-operations hospital operations pack asset-pack asset-pack asset-packs hospital-operations product-hospital-operations operations unknown hospital medium hospital operations pack groups caredroid artifacts for entitlement navigation and product packaging operations asset-pack hospital-operations operations,active
pack-icu-pack,ICU Pack,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,icu-pack,product-icu,icu|clinical,unknown,hospital,medium,"ICU Pack groups CareDroid artifacts for entitlement, navigation, and product packaging.",icu|clinical,asset-pack|icu-pack|icu|clinical,pack-icu-pack icu pack asset-pack asset-pack asset-packs icu-pack product-icu icu clinical unknown hospital medium icu pack groups caredroid artifacts for entitlement navigation and product packaging icu clinical asset-pack icu-pack icu clinical,active
pack-laboratory-intelligence,Laboratory Intelligence Pack,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,laboratory-intelligence,product-laboratory,laboratory,unknown,hospital,medium,"Laboratory Intelligence Pack groups CareDroid artifacts for entitlement, navigation, and product packaging.",laboratory,asset-pack|laboratory-intelligence|laboratory,pack-laboratory-intelligence laboratory intelligence pack asset-pack asset-pack asset-packs laboratory-intelligence product-laboratory laboratory unknown hospital medium laboratory intelligence pack groups caredroid artifacts for entitlement navigation and product packaging laboratory asset-pack laboratory-intelligence laboratory,active
pack-medical-iot-pack,Medical IoT Pack,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,medical-iot-pack,product-medical-iot,medical-iot|operations,unknown,hospital,medium,"Medical IoT Pack groups CareDroid artifacts for entitlement, navigation, and product packaging.",medical-iot|operations,asset-pack|medical-iot-pack|medical-iot|operations,pack-medical-iot-pack medical iot pack asset-pack asset-pack asset-packs medical-iot-pack product-medical-iot medical-iot operations unknown hospital medium medical iot pack groups caredroid artifacts for entitlement navigation and product packaging medical-iot operations asset-pack medical-iot-pack medical-iot operations,active
pack-research-education,Research Education Pack,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,research-education,product-research,research|education,unknown,hospital,medium,"Research Education Pack groups CareDroid artifacts for entitlement, navigation, and product packaging.",research|education,asset-pack|research-education|research|education,pack-research-education research education pack asset-pack asset-pack asset-packs research-education product-research research education unknown hospital medium research education pack groups caredroid artifacts for entitlement navigation and product packaging research education asset-pack research-education research education,active
pack-simulation-training-pack,Simulation Training Pack,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,simulation-training-pack,product-simulation-training,education|simulation,unknown,hospital,medium,"Simulation Training Pack groups CareDroid artifacts for entitlement, navigation, and product packaging.",education|simulation,asset-pack|simulation-training-pack|education|simulation,pack-simulation-training-pack simulation training pack asset-pack asset-pack asset-packs simulation-training-pack product-simulation-training education simulation unknown hospital medium simulation training pack groups caredroid artifacts for entitlement navigation and product packaging education simulation asset-pack simulation-training-pack education simulation,active
page-src-pages-admin-adminoperationshome-tsx,AdminOperationsHome page,page,admin,unknown,src/pages/admin/AdminOperationsHome.tsx,frontend-routed,frontend-page,live-or-local,unknown,unknown,platform,authenticated-user,hospital,medium,React page component at src/pages/admin/AdminOperationsHome.tsx.,src/pages/admin/AdminOperationsHome.tsx,page|react|AdminOperationsHome|src|pages|admin|adminoperationshome-tsx,adminoperationshome page src pages admin adminoperationshome tsx admin-adminoperationshome,active
page-src-pages-admin-edstaffworkflowadmin-tsx,EdStaffWorkflowAdmin page,page,admin,unknown,src/pages/admin/EdStaffWorkflowAdmin.tsx,frontend-routed,frontend-page,live-or-local,unknown,unknown,platform,authenticated-user,hospital,medium,React page component at src/pages/admin/EdStaffWorkflowAdmin.tsx.,src/pages/admin/EdStaffWorkflowAdmin.tsx,page|react|EdStaffWorkflowAdmin|src|pages|admin|edstaffworkflowadmin-tsx,edstaffworkflowadmin page src pages admin edstaffworkflowadmin tsx admin-edstaffworkflowadmin,active
page-src-pages-ai-aicommandcenterdashboard-tsx,AiCommandCenterDashboard page,page,ai,unknown,src/pages/ai/AiCommandCenterDashboard.tsx,frontend-routed,frontend-page,live-or-local,unknown,unknown,platform,authenticated-user,hospital,medium,React page component at src/pages/ai/AiCommandCenterDashboard.tsx.,src/pages/ai/AiCommandCenterDashboard.tsx,page|react|AiCommandCenterDashboard|src|pages|ai|aicommandcenterdashboard-tsx,aicommandcenterdashboard page src pages ai aicommandcenterdashboard tsx ai-aicommandcenterdashboard,active
page-src-pages-ai-aievaluationdashboard-tsx,AiEvaluationDashboard page,page,ai,unknown,src/pages/ai/AiEvaluationDashboard.tsx,frontend-routed,frontend-page,live-or-local,unknown,unknown,platform,authenticated-user,hospital,medium,React page component at src/pages/ai/AiEvaluationDashboard.tsx.,src/pages/ai/AiEvaluationDashboard.tsx,page|react|AiEvaluationDashboard|src|pages|ai|aievaluationdashboard-tsx,aievaluationdashboard page src pages ai aievaluationdashboard tsx ai-aievaluationdashboard,active
page-src-pages-ai-costanalyticsdashboard-tsx,CostAnalyticsDashboard page,page,ai,unknown,src/pages/ai/CostAnalyticsDashboard.tsx,frontend-routed,frontend-page,live-or-local,unknown,unknown,platform,authenticated-user,hospital,medium,React page component at src/pages/ai/CostAnalyticsDashboard.tsx.,src/pages/ai/CostAnalyticsDashboard.tsx,page|react|CostAnalyticsDashboard|src|pages|ai|costanalyticsdashboard-tsx,costanalyticsdashboard page src pages ai costanalyticsdashboard tsx ai-costanalyticsdashboard,active
page-src-pages-ai-memorydashboard-tsx,MemoryDashboard page,page,ai,unknown,src/pages/ai/MemoryDashboard.tsx,frontend-routed,frontend-page,live-or-local,unknown,unknown,platform,authenticated-user,hospital,medium,React page component at src/pages/ai/MemoryDashboard.tsx.,src/pages/ai/MemoryDashboard.tsx,page|react|MemoryDashboard|src|pages|ai|memorydashboard-tsx,memorydashboard page src pages ai memorydashboard tsx ai-memorydashboard,active
page-src-pages-analytics-analyticsdashboard-tsx,AnalyticsDashboard page,page,analytics,unknown,src/pages/analytics/AnalyticsDashboard.tsx,frontend-routed,frontend-page,live-or-local,unknown,unknown,platform,authenticated-user,hospital,medium,React page component at src/pages/analytics/AnalyticsDashboard.tsx.,src/pages/analytics/AnalyticsDashboard.tsx,page|react|AnalyticsDashboard|src|pages|analytics|analyticsdashboard-tsx,analyticsdashboard page src pages analytics analyticsdashboard tsx analytics-analyticsdashboard,active
page-src-pages-analytics-predictiveanalyticsdashboard-tsx,PredictiveAnalyticsDashboard page,page,analytics,unknown,src/pages/analytics/PredictiveAnalyticsDashboard.tsx,frontend-routed,frontend-page,live-or-local,unknown,unknown,platform,authenticated-user,hospital,medium,React page component at src/pages/analytics/PredictiveAnalyticsDashboard.tsx.,src/pages/analytics/PredictiveAnalyticsDashboard.tsx,page|react|PredictiveAnalyticsDashboard|src|pages|analytics|predictiveanalyticsdashboard-tsx,predictiveanalyticsdashboard page src pages analytics predictiveanalyticsdashboard tsx analytics-predictiveanalyticsdashboard,active
page-src-pages-automationaudittrail-tsx,AutomationAuditTrail page,page,AutomationAuditTrail.tsx,unknown,src/pages/AutomationAuditTrail.tsx,frontend-routed,frontend-page,live-or-local,unknown,unknown,platform,authenticated-user,hospital,medium,React page component at src/pages/AutomationAuditTrail.tsx.,src/pages/AutomationAuditTrail.tsx,page|react|AutomationAuditTrail|src|pages|automationaudittrail-tsx,automationaudittrail page src pages automationaudittrail tsx automationaudittrail,active
page-src-pages-billingpage-tsx,BillingPage page,page,BillingPage.tsx,unknown,src/pages/BillingPage.tsx,frontend-routed,frontend-page,live-or-local,unknown,unknown,platform,authenticated-user,hospital,medium,React page component at src/pages/BillingPage.tsx.,src/pages/BillingPage.tsx,page|react|BillingPage|src|pages|billingpage-tsx,billingpage page src pages billingpage tsx billingpage,active
