artifactId,normalizedText,tags,typeEncoding,roleEncoding,workspaceEncoding,packEncoding,dependencyCount,riskScore,readinessScore
frontend-api-platform-care-plan,frontend-api-platform-care-plan platform-care-plan api-endpoint unknown api patients patientid care-plan unknown unknown frontend unknown unknown medium platformsystemsapi js patientmanagementapi js patientdetailpanel calls get api patients patientid care-plan platformsystemsapi js patientmanagementapi js patientdetailpanel frontend-api get,frontend-api|GET,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.5,0.7
frontend-api-platform-clinical-event-ai,frontend-api-platform-clinical-event-ai platform-clinical-event-ai api-endpoint unknown api clinical-intelligence clinical-event-ai draft unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls post api clinical-intelligence clinical-event-ai draft platformsystemsapi js platformsystempage jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-consent-get,frontend-api-platform-consent-get platform-consent-get api-endpoint unknown api consent patientid unknown unknown frontend unknown unknown medium platformsystemsapi js platformsystempage jsx calls get api consent patientid platformsystemsapi js platformsystempage jsx frontend-api get,frontend-api|GET,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.5,0.7
frontend-api-platform-consent-revoke,frontend-api-platform-consent-revoke platform-consent-revoke api-endpoint unknown api consent patientid revoke unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls post api consent patientid revoke platformsystemsapi js platformsystempage jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-consent-update,frontend-api-platform-consent-update platform-consent-update api-endpoint unknown api consent patientid unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls post api consent patientid platformsystemsapi js platformsystempage jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-context,frontend-api-platform-context platform-context api-endpoint platformassets api platform context unknown unknown frontend unknown unknown medium platformassetsapi js useridentitycontext jsx calls get api platform context platformassets platformassetsapi js useridentitycontext jsx frontend-api get platformassets,frontend-api|GET|platformAssets,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-platform-cost-budget-update,frontend-api-platform-cost-budget-update platform-cost-budget-update api-endpoint unknown api governance costs budgets budgetid unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls put api governance costs budgets budgetid platformsystemsapi js platformsystempage jsx frontend-api put,frontend-api|PUT,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-cost-summary,frontend-api-platform-cost-summary platform-cost-summary api-endpoint unknown api governance costs summary unknown unknown frontend unknown unknown medium platformsystemsapi js platformsystempage jsx calls get api governance costs summary platformsystemsapi js platformsystempage jsx frontend-api get,frontend-api|GET,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.5,0.7
frontend-api-platform-current-user-assets,frontend-api-platform-current-user-assets platform-current-user-assets api-endpoint platformassets api platform users me assets unknown unknown frontend unknown unknown medium platformassetsapi js profiletoolpreferences jsx calls get api platform users me assets platformassets platformassetsapi js profiletoolpreferences jsx frontend-api get platformassets,frontend-api|GET|platformAssets,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-platform-current-user-recommendations,frontend-api-platform-current-user-recommendations platform-current-user-recommendations api-endpoint platformassets api platform users me recommendations unknown unknown frontend unknown unknown medium platformassetsapi js commanddashboard jsx calls get api platform users me recommendations platformassets platformassetsapi js commanddashboard jsx frontend-api get platformassets,frontend-api|GET|platformAssets,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-platform-department-detail,frontend-api-platform-department-detail platform-department-detail api-endpoint platformassets api platform departments departmentid unknown unknown frontend unknown unknown medium platformassetsapi js organizationpages jsx calls get api platform departments departmentid platformassets platformassetsapi js organizationpages jsx frontend-api get platformassets,frontend-api|GET|platformAssets,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-platform-departments-list,frontend-api-platform-departments-list platform-departments-list api-endpoint platformassets api platform departments unknown unknown frontend unknown unknown medium platformassetsapi js organizationpages jsx calls get api platform departments platformassets platformassetsapi js organizationpages jsx frontend-api get platformassets,frontend-api|GET|platformAssets,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-platform-dictation-transcribe,frontend-api-platform-dictation-transcribe platform-dictation-transcribe api-endpoint unknown api documentation dictation transcribe unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls post api documentation dictation transcribe platformsystemsapi js platformsystempage jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-digital-twin-summary,frontend-api-platform-digital-twin-summary platform-digital-twin-summary api-endpoint platformassets api platform digital-twin unknown unknown frontend unknown unknown medium platformassetsapi js digitaltwinintelligence jsx calls get api platform digital-twin platformassets platformassetsapi js digitaltwinintelligence jsx frontend-api get platformassets,frontend-api|GET|platformAssets,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,2,0.5,0.7
frontend-api-platform-discharge-draft,frontend-api-platform-discharge-draft platform-discharge-draft api-endpoint unknown api documentation discharge-summary draft unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls post api documentation discharge-summary draft platformsystemsapi js platformsystempage jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-document-approve,frontend-api-platform-document-approve platform-document-approve api-endpoint unknown api documentation documentid approve unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls post api documentation documentid approve platformsystemsapi js platformsystempage jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-document-export,frontend-api-platform-document-export platform-document-export api-endpoint unknown api documentation documentid export unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls post api documentation documentid export platformsystemsapi js platformsystempage jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-ehr-audit-summary,frontend-api-platform-ehr-audit-summary platform-ehr-audit-summary api-endpoint unknown api ehr-audit summary unknown unknown frontend unknown unknown medium platformgovernanceapi js platformgovernanceworkspace jsx calls get api ehr-audit summary platformgovernanceapi js platformgovernanceworkspace jsx frontend-api get,frontend-api|GET,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.5,0.7
frontend-api-platform-ehr-patient-import,frontend-api-platform-ehr-patient-import platform-ehr-patient-import api-endpoint unknown api patients import ehr unknown unknown frontend unknown unknown high platformsystemsapi js patientmanagementapi js platformsystempage jsx calls post api patients import ehr platformsystemsapi js patientmanagementapi js platformsystempage jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-equity-summary,frontend-api-platform-equity-summary platform-equity-summary api-endpoint unknown api equity summary unknown unknown frontend unknown unknown medium platformgovernanceapi js platformgovernanceworkspace jsx calls get api equity summary platformgovernanceapi js platformgovernanceworkspace jsx frontend-api get,frontend-api|GET,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.5,0.7
frontend-api-platform-fhir-connections,frontend-api-platform-fhir-connections platform-fhir-connections api-endpoint unknown api integrations fhir connections unknown unknown frontend unknown unknown medium platformsystemsapi js platformsystempage jsx calls get api integrations fhir connections platformsystemsapi js platformsystempage jsx frontend-api get,frontend-api|GET,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.5,0.7
frontend-api-platform-fhir-create,frontend-api-platform-fhir-create platform-fhir-create api-endpoint unknown api integrations fhir connections unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls post api integrations fhir connections platformsystemsapi js platformsystempage jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-fhir-sync,frontend-api-platform-fhir-sync platform-fhir-sync api-endpoint unknown api integrations fhir connectionid sync unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls post api integrations fhir connectionid sync platformsystemsapi js platformsystempage jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
frontend-api-platform-fhir-test,frontend-api-platform-fhir-test platform-fhir-test api-endpoint unknown api integrations fhir connectionid test unknown unknown frontend unknown unknown high platformsystemsapi js platformsystempage jsx calls post api integrations fhir connectionid test platformsystemsapi js platformsystempage jsx frontend-api post,frontend-api|POST,type:api-endpoint,role:unknown,workspace:frontend,pack:unknown,1,0.8,0.7
