inputText,targetArtifactId,targetCategory,targetWorkspace,targetPack,targetProduct,labelType,confidence
api|POST|HumanReviewController,api-post-api-human-review-items-itemid-decision,HumanReviewController,backend,unknown,unknown,tags,0.78
POST /api/integrations/fhir/:connectionId/sync,api-post-api-integrations-fhir-connectionid-sync,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/integrations/fhir/:connectionId/sync,api-post-api-integrations-fhir-connectionid-sync,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|POST|PlatformSystemsController,api-post-api-integrations-fhir-connectionid-sync,PlatformSystemsController,backend,unknown,unknown,tags,0.78
POST /api/integrations/fhir/:connectionId/test,api-post-api-integrations-fhir-connectionid-test,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/integrations/fhir/:connectionId/test,api-post-api-integrations-fhir-connectionid-test,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|POST|PlatformSystemsController,api-post-api-integrations-fhir-connectionid-test,PlatformSystemsController,backend,unknown,unknown,tags,0.78
POST /api/integrations/fhir/connections,api-post-api-integrations-fhir-connections,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/integrations/fhir/connections,api-post-api-integrations-fhir-connections,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|POST|PlatformSystemsController,api-post-api-integrations-fhir-connections,PlatformSystemsController,backend,unknown,unknown,tags,0.78
POST /api/integrations/hl7/interfaces/:interfaceId/test-message,api-post-api-integrations-hl7-interfaces-interfaceid-test-message,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/integrations/hl7/interfaces/:interfaceId/test-message,api-post-api-integrations-hl7-interfaces-interfaceid-test-message,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|POST|PlatformSystemsController,api-post-api-integrations-hl7-interfaces-interfaceid-test-message,PlatformSystemsController,backend,unknown,unknown,tags,0.78
POST /api/integrations/hl7/messages/:messageId/replay-preview,api-post-api-integrations-hl7-messages-messageid-replay-preview,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/integrations/hl7/messages/:messageId/replay-preview,api-post-api-integrations-hl7-messages-messageid-replay-preview,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|POST|PlatformSystemsController,api-post-api-integrations-hl7-messages-messageid-replay-preview,PlatformSystemsController,backend,unknown,unknown,tags,0.78
POST /api/interoperability/events,api-post-api-interoperability-events,InteroperabilityController,backend,unknown,unknown,name,0.92
/api/interoperability/events,api-post-api-interoperability-events,InteroperabilityController,backend,unknown,unknown,route,0.9
api|POST|InteroperabilityController,api-post-api-interoperability-events,InteroperabilityController,backend,unknown,unknown,tags,0.78
POST /api/maturity-assessments,api-post-api-maturity-assessments,ProductCatalogController,backend,unknown,unknown,name,0.92
/api/maturity-assessments,api-post-api-maturity-assessments,ProductCatalogController,backend,unknown,unknown,route,0.9
api|POST|ProductCatalogController,api-post-api-maturity-assessments,ProductCatalogController,backend,unknown,unknown,tags,0.78
POST /api/memory/clinical,api-post-api-memory-clinical,MemoryController,backend,unknown,unknown,name,0.92
/api/memory/clinical,api-post-api-memory-clinical,MemoryController,backend,unknown,unknown,route,0.9
api|POST|MemoryController,api-post-api-memory-clinical,MemoryController,backend,unknown,unknown,tags,0.78
POST /api/memory/fabric/signals,api-post-api-memory-fabric-signals,MemoryController,backend,unknown,unknown,name,0.92
/api/memory/fabric/signals,api-post-api-memory-fabric-signals,MemoryController,backend,unknown,unknown,route,0.9
api|POST|MemoryController,api-post-api-memory-fabric-signals,MemoryController,backend,unknown,unknown,tags,0.78
POST /api/memory/long,api-post-api-memory-long,MemoryController,backend,unknown,unknown,name,0.92
/api/memory/long,api-post-api-memory-long,MemoryController,backend,unknown,unknown,route,0.9
api|POST|MemoryController,api-post-api-memory-long,MemoryController,backend,unknown,unknown,tags,0.78
POST /api/memory/short,api-post-api-memory-short,MemoryController,backend,unknown,unknown,name,0.92
/api/memory/short,api-post-api-memory-short,MemoryController,backend,unknown,unknown,route,0.9
api|POST|MemoryController,api-post-api-memory-short,MemoryController,backend,unknown,unknown,tags,0.78
POST /api/native-ai/clinical-acuity,api-post-api-native-ai-clinical-acuity,NativeAiController,backend,unknown,unknown,name,0.92
/api/native-ai/clinical-acuity,api-post-api-native-ai-clinical-acuity,NativeAiController,backend,unknown,unknown,route,0.9
api|POST|NativeAiController,api-post-api-native-ai-clinical-acuity,NativeAiController,backend,unknown,unknown,tags,0.78
POST /api/native-ai/drift/evaluate,api-post-api-native-ai-drift-evaluate,NativeAiController,backend,unknown,unknown,name,0.92
/api/native-ai/drift/evaluate,api-post-api-native-ai-drift-evaluate,NativeAiController,backend,unknown,unknown,route,0.9
api|POST|NativeAiController,api-post-api-native-ai-drift-evaluate,NativeAiController,backend,unknown,unknown,tags,0.78
POST /api/native-ai/route,api-post-api-native-ai-route,NativeAiController,backend,unknown,unknown,name,0.92
/api/native-ai/route,api-post-api-native-ai-route,NativeAiController,backend,unknown,unknown,route,0.9
api|POST|NativeAiController,api-post-api-native-ai-route,NativeAiController,backend,unknown,unknown,tags,0.78
POST /api/native-ai/specialists/infer,api-post-api-native-ai-specialists-infer,NativeAiController,backend,unknown,unknown,name,0.92
/api/native-ai/specialists/infer,api-post-api-native-ai-specialists-infer,NativeAiController,backend,unknown,unknown,route,0.9
api|POST|NativeAiController,api-post-api-native-ai-specialists-infer,NativeAiController,backend,unknown,unknown,tags,0.78
POST /api/native-ai/triage-rules,api-post-api-native-ai-triage-rules,NativeAiController,backend,unknown,unknown,name,0.92
/api/native-ai/triage-rules,api-post-api-native-ai-triage-rules,NativeAiController,backend,unknown,unknown,route,0.9
api|POST|NativeAiController,api-post-api-native-ai-triage-rules,NativeAiController,backend,unknown,unknown,tags,0.78
POST /api/native-ai/triage-rules/evaluate,api-post-api-native-ai-triage-rules-evaluate,NativeAiController,backend,unknown,unknown,name,0.92
/api/native-ai/triage-rules/evaluate,api-post-api-native-ai-triage-rules-evaluate,NativeAiController,backend,unknown,unknown,route,0.9
api|POST|NativeAiController,api-post-api-native-ai-triage-rules-evaluate,NativeAiController,backend,unknown,unknown,tags,0.78
POST /api/notifications/devices/register,api-post-api-notifications-devices-register,NotificationController,backend,unknown,unknown,name,0.92
/api/notifications/devices/register,api-post-api-notifications-devices-register,NotificationController,backend,unknown,unknown,route,0.9
api|POST|NotificationController,api-post-api-notifications-devices-register,NotificationController,backend,unknown,unknown,tags,0.78
POST /api/notifications/preferences/toggle-all,api-post-api-notifications-preferences-toggle-all,NotificationController,backend,unknown,unknown,name,0.92
/api/notifications/preferences/toggle-all,api-post-api-notifications-preferences-toggle-all,NotificationController,backend,unknown,unknown,route,0.9
api|POST|NotificationController,api-post-api-notifications-preferences-toggle-all,NotificationController,backend,unknown,unknown,tags,0.78
POST /api/notifications/read-all,api-post-api-notifications-read-all,NotificationController,backend,unknown,unknown,name,0.92
/api/notifications/read-all,api-post-api-notifications-read-all,NotificationController,backend,unknown,unknown,route,0.9
api|POST|NotificationController,api-post-api-notifications-read-all,NotificationController,backend,unknown,unknown,tags,0.78
POST /api/notifications/test,api-post-api-notifications-test,NotificationController,backend,unknown,unknown,name,0.92
/api/notifications/test,api-post-api-notifications-test,NotificationController,backend,unknown,unknown,route,0.9
api|POST|NotificationController,api-post-api-notifications-test,NotificationController,backend,unknown,unknown,tags,0.78
POST /api/observability/events,api-post-api-observability-events,PlatformTelemetryController,backend,unknown,unknown,name,0.92
/api/observability/events,api-post-api-observability-events,PlatformTelemetryController,backend,unknown,unknown,route,0.9
api|POST|PlatformTelemetryController,api-post-api-observability-events,PlatformTelemetryController,backend,unknown,unknown,tags,0.78
POST /api/operations/incidents/:incidentId/review,api-post-api-operations-incidents-incidentid-review,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/operations/incidents/:incidentId/review,api-post-api-operations-incidents-incidentid-review,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|POST|PlatformSystemsController,api-post-api-operations-incidents-incidentid-review,PlatformSystemsController,backend,unknown,unknown,tags,0.78
POST /api/organizations,api-post-api-organizations,OrganizationsController,backend,unknown,unknown,name,0.92
/api/organizations,api-post-api-organizations,OrganizationsController,backend,unknown,unknown,route,0.9
api|POST|OrganizationsController,api-post-api-organizations,OrganizationsController,backend,unknown,unknown,tags,0.78
POST /api/organizations/onboarding,api-post-api-organizations-onboarding,OrganizationsController,backend,unknown,unknown,name,0.92
/api/organizations/onboarding,api-post-api-organizations-onboarding,OrganizationsController,backend,unknown,unknown,route,0.9
api|POST|OrganizationsController,api-post-api-organizations-onboarding,OrganizationsController,backend,unknown,unknown,tags,0.78
POST /api/organizations/:organizationId/integrations/request,api-post-api-organizations-organizationid-integrations-request,ProductCatalogController,backend,unknown,unknown,name,0.92
/api/organizations/:organizationId/integrations/request,api-post-api-organizations-organizationid-integrations-request,ProductCatalogController,backend,unknown,unknown,route,0.9
api|POST|ProductCatalogController,api-post-api-organizations-organizationid-integrations-request,ProductCatalogController,backend,unknown,unknown,tags,0.78
POST /api/patients,api-post-api-patients,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/patients,api-post-api-patients,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|POST|PlatformSystemsController,api-post-api-patients,PlatformSystemsController,backend,unknown,unknown,tags,0.78
POST /api/patients/import/ehr,api-post-api-patients-import-ehr,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/patients/import/ehr,api-post-api-patients-import-ehr,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|POST|PlatformSystemsController,api-post-api-patients-import-ehr,PlatformSystemsController,backend,unknown,unknown,tags,0.78
POST /api/patients/:patientId/events,api-post-api-patients-patientid-events,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/patients/:patientId/events,api-post-api-patients-patientid-events,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|POST|PlatformSystemsController,api-post-api-patients-patientid-events,PlatformSystemsController,backend,unknown,unknown,tags,0.78
POST /api/patients/:patientId/import/labs,api-post-api-patients-patientid-import-labs,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/patients/:patientId/import/labs,api-post-api-patients-patientid-import-labs,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|POST|PlatformSystemsController,api-post-api-patients-patientid-import-labs,PlatformSystemsController,backend,unknown,unknown,tags,0.78
POST /api/patients/:patientId/import/medications,api-post-api-patients-patientid-import-medications,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/patients/:patientId/import/medications,api-post-api-patients-patientid-import-medications,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|POST|PlatformSystemsController,api-post-api-patients-patientid-import-medications,PlatformSystemsController,backend,unknown,unknown,tags,0.78
POST /api/patients/:patientId/import/observations,api-post-api-patients-patientid-import-observations,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/patients/:patientId/import/observations,api-post-api-patients-patientid-import-observations,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|POST|PlatformSystemsController,api-post-api-patients-patientid-import-observations,PlatformSystemsController,backend,unknown,unknown,tags,0.78
POST /api/patients/:patientId/risk-scores,api-post-api-patients-patientid-risk-scores,PlatformSystemsController,backend,unknown,unknown,name,0.92
/api/patients/:patientId/risk-scores,api-post-api-patients-patientid-risk-scores,PlatformSystemsController,backend,unknown,unknown,route,0.9
api|POST|PlatformSystemsController,api-post-api-patients-patientid-risk-scores,PlatformSystemsController,backend,unknown,unknown,tags,0.78
